"","Title","First Author","Last Author","Journal","Year","First Author First Name","First Author Gender","First Author Accuracy","First Author Samples","Last Author First Name","Last Author Gender","Last Author Accuracy","Last Author Samples"
"72","84) Retinopathy of Prematurity Outcomes of Neonates Meeting Only a Single Screening Criterion: Proposal of the TWO-ROP Algorithm.","Nimesh A Patel","Audina M Berrocal","American journal of ophthalmology",2023,"Nimesh","male",100,921,"Audina","female",96,26
"73","85) Genetic and Environmental Contributions of Primary Angle-Closure Glaucoma and Primary Open-Angle Glaucoma: A Nationwide Study in Taiwan.","Jiahn-Shing Lee","Lai-Chu See","American journal of ophthalmology",2023,"Jiahn-Shing","male",76,184,"Lai-Chu","male",57,2827
"74","86) Protective Effect of Amblyopia on Age-Related Macular Degeneration.","Manuel Großpoetzl","Ewald Lindner","American journal of ophthalmology",2023,"Manuel","male",99,96874,"Ewald","male",99,695
"75","87) Diabetic Retinopathy and Dementia Association, Beyond Diabetes Severity.","Cecilia S Lee","Paul K Crane","American journal of ophthalmology",2023,"Cecilia","female",98,18089,"Paul","male",99,140849
"76","88) Role of Static and Dynamic Ocular Biometrics Measured in the Dark and Light as Risk Factors for Angle Closure Progression.","Austin Cho","Mingguang He","American journal of ophthalmology",2023,"Austin","male",98,13103,"Mingguang","male",100,7
"77","90) Determinants of Long-Term Survival in Metastatic Choroidal and Ciliary Body Melanoma.","Elina S Rantala","Edoardo Midena","American journal of ophthalmology",2023,"Elina","female",95,3738,"Edoardo","male",99,4987
"78","91) Progressive Visual Field Loss and Subsequent Quality of Life Outcomes in Glaucoma.","Sasan Moghimi","Robert N Weinreb","American journal of ophthalmology",2023,"Sasan","male",98,1110,"Robert","male",99,145540
"79","92) Outcome of Cataract Surgery in Patients With Retinitis Pigmentosa.","Xuan-Thanh-An Nguyen","Camiel J F Boon","American journal of ophthalmology",2023,"Xuan-Thanh-An","male",55,15238,"Camiel","male",83,101
"80","95) The Humira in Ocular Inflammations Taper (HOT) Study.","Francesco Pichi","Piergiorgio Neri","American journal of ophthalmology",2023,"Francesco","male",99,74458,"Piergiorgio","male",99,718
"81","96) Optical Coherence Tomography Angiography Assessment in Congenital Aniridia.","Alexandre Dentel","Alejandra Daruich","American journal of ophthalmology",2023,"Alexandre","male",99,52132,"Alejandra","female",98,18508
"82","97) The Impact of Social Determinants of Health on Vision Loss From Cataracts and Cataract Surgery Utilization in the United States-A National Health Interview Survey Analysis.","Abdelhalim A Awidi","Fasika A Woreta","American journal of ophthalmology",2023,"Abdelhalim","male",99,447,"Fasika","male",53,53
"83","98) United States Regulatory Approval of Topical Treatments for Dry Eye.","David Cui","Esen K Akpek","American journal of ophthalmology",2023,"David","male",99,381770,"Esen","female",74,1289
"84","99) Deep Learning for Localized Detection of Optic Disc Hemorrhages.","Aaron Brown","Louis R Pasquale","American journal of ophthalmology",2023,"Aaron","male",99,36714,"Louis","male",97,22473
"85","100) Noninfectious Uveitis Risk After COVID-19 Vaccination: A Nationwide Retrospective Cohort Study.","Myung Soo Chang","Yong Joon Kim","American journal of ophthalmology",2023,"Myung","male",81,113,"Yong","male",87,2262
"86","101) Prevalence and Associations of Peripheral Arterial Disease in China: The Beijing Eye Study.","Ya Xing Wang","Jost B Jonas","American journal of ophthalmology",2023,"Ya","male",61,1417,"Jost","male",87,172
"87","102) Gender Representation Among Ophthalmology Fellowship Directors in 2022.","Rita Vought","Miriam Habiel","American journal of ophthalmology",2023,"Rita","female",98,40339,"Miriam","female",98,26103
"88","103) Comparison of Subjective Visual Experiences and Ocular Symptoms After Wavefront-Guided and Wavefront-Optimized LASIK in a Prospective Fellow Eye Study.","Bryce Chiang","Edward E Manche","American journal of ophthalmology",2023,"Bryce","male",97,2854,"Edward","male",99,24073
"89","104) Long-Term Visual Field Outcomes After Ahmed Glaucoma Valve Implantation.","Daniela Khaliliyeh","Joseph Caprioli","American journal of ophthalmology",2023,"Daniela","female",97,67491,"Joseph","male",99,63161
"90","105) Characteristics of 110 Patients With Functional Visual Loss.","Irina Sverdlichenko","Edward Margolin","American journal of ophthalmology",2023,"Irina","female",98,21136,"Edward","male",99,24073
"91","106) Nonsurgical Consecutive Exotropia Following Childhood Esotropia: A Multicentered Study.","Linda Colpa","Kamiar Mireskandari","American journal of ophthalmology",2023,"Linda","female",97,68888,"Kamiar","male",100,51
"92","107) Intraocular Lens Calcification After Pseudophakic Endothelial Keratoplasty.","Benjamin Memmi","Vincent Borderie","American journal of ophthalmology",2023,"Benjamin","male",99,50718,"Vincent","male",99,58501
"93","109) Strabismus and Nystagmus in Patients With Pediatric Cataracts: Study Using Insurance Claims Data.","Su-Jin Kim","Tawna L Roberts","American journal of ophthalmology",2023,"Su-Jin","female",82,17,"Tawna","female",93,28
"94","110) Differentiating Glaucomatous Optic Neuropathy From Non-glaucomatous Optic Neuropathies Using Deep Learning Algorithms.","Mahsa Vali","Masoud Aghsaei Fard","American journal of ophthalmology",2023,"Mahsa","female",97,2472,"Masoud","male",99,4532
"95","111) Prevalence and incidence of strabismus by age group in Japan: A nationwide population-based cohort study.","Manabu Miyata","Akitaka Tsujikawa","American journal of ophthalmology",2023,"Manabu","male",99,280,"Akitaka","male",100,13
"96","113) Retrospective Analysis of Radiation-induced Complications of Uveal Melanoma Patients Treated with Brachytherapy in the Era of Anti-VEGF.","Naomi Hasegawa","Amy C Schefler","American journal of ophthalmology",2023,"Naomi","female",98,9890,"Amy","female",98,42632
"97","114) Robotic CyberKnife Radiosurgery for the Treatment of Choroidal and Ciliary Body Melanoma.","Raffael Liegl","Paul Foerster","American journal of ophthalmology",2023,"Raffael","male",98,603,"Paul","male",99,140849
"98","115) Intraocular lens power calculation in eyes after myopic laser refractive surgery and radial keratotomy: Bayesian network meta-analysis.","Xiaoying Pan","Zi Ye","American journal of ophthalmology",2023,"Xiaoying","female",90,68,"Zi","male",59,409
"99","116) Primary Care Provider Familiarity and Compliance With Preferred Practice Patterns for Comprehensive Eye Examinations.","Giannis A Moustafa","Carolyn E Kloek","American journal of ophthalmology",2023,"Giannis","male",98,7971,"Carolyn","female",99,7827
"100","117) Corneal Crosslinking With Riboflavin and UVA Light in Progressive Keratoconus: Fifteen-Year Results.","Frederik Raiskup","Eberhard Spoerl","American journal of ophthalmology",2023,"Frederik","male",98,2443,"Eberhard","male",99,495
"101","118) Progression of Pentosan Polysulfate Sodium Maculopathy in a Prospective Cohort.","Swathi Somisetty","David Sarraf","American journal of ophthalmology",2023,"Swathi","female",96,1846,"David","male",99,381770
"102","119) The Epidemiology and Risk Factors for the Progression of Sympathetic Ophthalmia in the United States: An IRIS Registry Analysis.","Nathan Hall","Alice Lorch","American journal of ophthalmology",2023,"Nathan","male",99,29365,"Alice","female",98,40209
"103","120) Lens-Sparing Surgery for Retrolental Stalk in Persistent Fetal Vasculature.","Thibaut Chapron","Georges Caputo","American journal of ophthalmology",2023,"Thibaut","male",98,4584,"Georges","male",98,13431
"104","121) Analysis of Corneal and Lens Densitometry Changes in Patients With Type 1 Diabetes Mellitus.","Yusuf Cem Yilmaz","Sefik Can Ipek","American journal of ophthalmology",2023,"Yusuf","male",97,56064,"Sefik","male",99,208
"105","122) Effect of Resident Involvement in Ophthalmic Surgery on Patient Outcomes: A Systematic Review and Meta-analysis.","John Yu Cheng","Rahul Mhaskar","American journal of ophthalmology",2023,"John","male",99,219085,"Rahul","male",100,44776
"106","123) Retinal Development in Infants and Young Children With Albinism: Evidence for Plasticity in Early Childhood.","Helena Lee","Irene Gottlob","American journal of ophthalmology",2023,"Helena","female",99,30771,"Irene","female",98,30206
"107","124) The Impact of Neighborhood Factors on Physical Activity in Older Adults With Visual Impairment.","Catalina Garzon","Pradeep Y Ramulu","American journal of ophthalmology",2023,"Catalina","female",97,8117,"Pradeep","male",100,14804
"108","125) Strabismus Surgery in Orthophoric Patients With Symptomatic, Asymmetric Vertical or Horizontal Incomitance.","Warachaya Phanphruk","David G Hunter","American journal of ophthalmology",2023,"Warachaya","female",83,6,"David","male",99,381770
"109","126) Spectacle Lenses With Highly Aspherical Lenslets for Slowing Myopia: A Randomized, Double-Blind, Cross-Over Clinical Trial: Parts of these data were presented as a poster at the Annual Research in Vision and Ophthalmology meeting, 2022.","Padmaja Sankaridurg","Thomas Naduvilath","American journal of ophthalmology",2023,"Padmaja","female",99,324,"Thomas","male",99,129177
"110","127) Comparison of Uveitis Incidence by Medication in Juvenile Idiopathic Arthritis and Implications for Screening.","Henry S Bison","Brenda L Bohnsack","American journal of ophthalmology",2023,"Henry","male",99,32139,"Brenda","female",98,22551
"111","128) Most Common Ophthalmic Diagnoses in Eye Emergency Departments: A Multicenter Study.","Heba Mahjoub","Fasika A Woreta","American journal of ophthalmology",2023,"Heba","female",97,3006,"Fasika","male",53,53
"112","129) Short-Term Outcomes of Modified Boston Type-II Keratoprosthesis Implantation With Autologous Auricular Cartilage Reinforcement.","Mimi Liu","Wei Chen","American journal of ophthalmology",2023,"Mimi","female",88,27758,"Wei","male",73,4003
"113","130) Ocular Surface Evaluation in Immunoglobulin G4-Related Ophthalmic Disease.","Kenneth K H Lai","Kelvin K L Chong","American journal of ophthalmology",2023,"Kenneth","male",99,20555,"Kelvin","male",99,14406
"114","131) Michigan Screening and Intervention for Glaucoma and Eye Health Through Telemedicine Program: First-Year Outcomes and Implementation Costs.","Paula Anne Newman-Casey","Maria A Woodward","American journal of ophthalmology",2023,"Paula","female",98,51503,"Maria","female",97,245074
"115","132) Factors Affecting Visual Acuity and Central Visual Function in Glaucoma Patients With Myopia.","Seong Ah Kim","Hae-Young Lopilly Park","American journal of ophthalmology",2023,"Seong","male",93,255,"Hae-Young","female",100,3
"116","133) Glaucoma Drainage Device Surgery Outcomes in Children With Uveitic Glaucoma.","Evangelia Gkaragkani","Jonathan Clarke","American journal of ophthalmology",2023,"Evangelia","female",99,221,"Jonathan","male",99,84386
"117","134) Plasma Antiretinal Autoantibody Profiling and Diagnostic Efficacy in Patients With Autoimmune Retinopathy.","Seok Hyun Bae","Se Joon Woo","American journal of ophthalmology",2023,"Seok","male",96,223,"Se","male",76,906
"118","135) Is Demodex Blepharitis Connected With Cataract Surgery?","Ilan Feldman","Daniel Briscoe","American journal of ophthalmology",2023,"Ilan","male",97,1086,"Daniel","male",99,257742
"119","137) Intraocular Corneal Graft Removal.","Mathew J Thomas","Glenn Yiu","American journal of ophthalmology",2023,"Mathew","male",99,5451,"Glenn","male",98,9914
"120","138) Cataracts, Corticosteroids, and Canaries in the Coal Mine.","Russell W Read","Gary N Holland","American journal of ophthalmology",2023,"Russell","male",99,7800,"Gary","male",99,34244
"121","139) A Comparison of Diagnostic Accuracy of Imaging Modalities to Detect Optic Disc Drusen: The Age of Enhanced Depth Imaging Optical Coherence Tomography.","Saerom Youn","Lulu L C D Bursztyn","American journal of ophthalmology",2023,"Saerom","female",98,42,"Lulu","female",75,10626
"122","140) An Eye on the Brain: Adding Insight to Injury.","Helen V Danesh-Meyer","Helen V Danesh-Meyer","American journal of ophthalmology",2023,"Helen","female",98,23138,"Helen","female",98,23138
"123","141) Natural History of Visual Dysfunction in ABCA4 Retinopathy and Its Genetic Correlates.","Maximilian Pfau","Brian P Brooks","American journal of ophthalmology",2023,"Maximilian","male",99,5404,"Brian","male",99,69588
"124","144) Microbiology of Eye Infections at the Massachusetts Eye and Ear: An 8-Year Retrospective Review Combined With Genomic Epidemiology.","Camille André","Paulo J M Bispo","American journal of ophthalmology",2023,"Camille","female",84,20218,"Paulo","male",99,57206
"125","145) Electron Microscopy and Elemental Analysis of Defective Drysdale Nucleus Manipulator Instruments Implicated in Surgical Complications.","Lloyd R Kopecny","Minas T Coroneo","American journal of ophthalmology",2023,"Lloyd","male",99,3962,"Minas","male",94,545
"126","146) Risk Factors for Glaucoma Drainage Device Exposure in Children: A Case-Control Study.","Deema E Jomar","Rizwan Malik","American journal of ophthalmology",2023,"Deema","female",85,248,"Rizwan","male",99,5003
"127","147) Lisch Epithelial Corneal Dystrophy Is Caused by Heterozygous Loss-of-Function Variants in MCOLN1.","Karynne Patterson","Andreas R Janecke","American journal of ophthalmology",2023,"Karynne","female",96,57,"Andreas","male",99,44818
